Indicator,Company,Year,Value,Category,Category 2
    8. Investment and development fund,SAB,2020,1123.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,SAB,2021,1122.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,SAB,2022,1122.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,SCD,2020,105.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,SCD,2021,105.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,SCD,2022,105.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,SMB,2020,75.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,SMB,2021,85.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,SMB,2022,94.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,VCF,2020,214.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,VCF,2021,214.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,VCF,2022,214.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,HAD,2020,26.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,HAD,2021,26.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,HAD,2022,26.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,THB,2020,20.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,THB,2021,19.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,THB,2022,19.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,VDL,2020,10.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,VDL,2021,10.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,VDL,2022,10.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,HAT,2020,18.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,HAT,2021,18.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Investment and development fund,HAT,2022,18.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    8. Long-term borrowings and financial leases,BHN,2020,101.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Long-term borrowings and financial leases,BHN,2021,49.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Long-term borrowings and financial leases,SAB,2020,526.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Long-term borrowings and financial leases,SAB,2021,341.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Long-term borrowings and financial leases,SAB,2022,374.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Long-term borrowings and financial leases,SCD,2021,173.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Long-term borrowings and financial leases,SCD,2022,284.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Long-term borrowings and financial leases,SMB,2020,18.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Long-term borrowings and financial leases,VDL,2020,0.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Long-term borrowings and financial leases,VDL,2021,0.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Long-term borrowings and financial leases,VDL,2022,0.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Short-term unearned revenue,BHN,2020,0.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Short-term unearned revenue,BHN,2021,0.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Short-term unearned revenue,SAB,2020,1.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Short-term unearned revenue,SAB,2021,1.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Short-term unearned revenue,SAB,2022,0.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Short-term unearned revenue,SCD,2022,0.0,OWNER'S EQUITY,   A. LIABILITIES
    8. Short-term unearned revenue,SMB,2020,0.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,BHN,2020,348.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,BHN,2021,767.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,BHN,2022,246.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,SAB,2020,967.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,SAB,2021,2228.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,SAB,2022,3204.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,SCD,2020,1.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,SCD,2021,2.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,SCD,2022,2.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,SMB,2020,57.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,SMB,2021,22.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,SMB,2022,24.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,VCF,2020,4.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,VCF,2021,4.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,VCF,2022,3.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,HAD,2020,8.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,HAD,2021,7.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,HAD,2022,8.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,THB,2020,76.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,THB,2021,51.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,THB,2022,55.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,VDL,2020,0.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,VDL,2021,6.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,VDL,2022,1.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,HAT,2020,63.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,HAT,2021,57.0,OWNER'S EQUITY,   A. LIABILITIES
    9. Other short-term payables,HAT,2022,77.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Cash and cash equivalents,BHN,2020,819.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,BHN,2021,723.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,BHN,2022,512.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,SAB,2020,2726.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,SAB,2021,3606.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,SAB,2022,4069.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,SCD,2020,73.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,SCD,2021,46.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,SCD,2022,28.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,SMB,2020,37.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,SMB,2021,45.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,SMB,2022,42.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,VCF,2020,202.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,VCF,2021,1124.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,VCF,2022,221.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,HAD,2020,5.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,HAD,2021,3.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,HAD,2022,2.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,THB,2020,75.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,THB,2021,106.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,THB,2022,44.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,VDL,2020,31.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,VDL,2021,26.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,VDL,2022,11.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,HAT,2020,27.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,HAT,2021,13.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Cash and cash equivalents,HAT,2022,4.0,ASSETS,   A. SHORT-TERM ASSETS
    I. Long-term receivables,BHN,2020,0.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,BHN,2021,0.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,BHN,2022,0.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,SAB,2020,12.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,SAB,2021,13.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,SAB,2022,38.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,SCD,2020,7.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,SCD,2021,7.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,SCD,2022,7.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,VCF,2020,0.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,VCF,2021,0.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,VCF,2022,0.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,THB,2020,0.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,THB,2021,0.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,THB,2022,0.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,VDL,2020,0.0,ASSETS,   B. LONG-TERM ASSETS
    I. Long-term receivables,VDL,2021,0.0,ASSETS,   B. LONG-TERM ASSETS
    I. Owner's equity,BHN,2020,5734.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,BHN,2021,4833.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,BHN,2022,5304.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,SAB,2020,21215.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,SAB,2021,22595.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,SAB,2022,24591.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,SCD,2020,193.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,SCD,2021,156.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,SCD,2022,108.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,SMB,2020,495.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,SMB,2021,554.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,SMB,2022,607.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,VCF,2020,1498.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,VCF,2021,1262.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,VCF,2022,1663.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,HAD,2020,77.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,HAD,2021,72.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,HAD,2022,76.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,THB,2020,147.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,THB,2021,149.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,THB,2022,153.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,VDL,2020,204.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,VDL,2021,207.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,VDL,2022,191.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,HAT,2020,63.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,HAT,2021,51.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Owner's equity,HAT,2022,66.0,OWNER'S EQUITY,   B. OWNER'S EQUITY
    I. Short -term liabilities,BHN,2020,1746.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,BHN,2021,2105.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,BHN,2022,1816.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,SAB,2020,5173.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,SAB,2021,7258.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,SAB,2022,9214.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,SCD,2020,40.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,SCD,2021,36.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,SCD,2022,200.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,SMB,2020,284.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,SMB,2021,357.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,SMB,2022,346.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,VCF,2020,628.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,VCF,2021,676.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,VCF,2022,439.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,HAD,2020,16.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,HAD,2021,18.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,HAD,2022,18.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,THB,2020,143.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,THB,2021,146.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,THB,2022,147.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,VDL,2020,16.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,VDL,2021,28.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,VDL,2022,17.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,HAT,2020,97.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,HAT,2021,76.0,OWNER'S EQUITY,   A. LIABILITIES
    I. Short -term liabilities,HAT,2022,108.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Fixed assets,BHN,2020,2556.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,BHN,2021,2185.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,BHN,2022,1840.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,SAB,2020,4875.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,SAB,2021,4402.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,SAB,2022,4455.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,SCD,2020,183.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,SCD,2021,176.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,SCD,2022,215.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,SMB,2020,382.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,SMB,2021,378.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,SMB,2022,351.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,VCF,2020,466.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,VCF,2021,411.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,VCF,2022,314.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,HAD,2020,29.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,HAD,2021,23.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,HAD,2022,19.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,THB,2020,67.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,THB,2021,47.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,THB,2022,56.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,VDL,2020,46.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,VDL,2021,58.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,VDL,2022,52.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,HAT,2020,22.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,HAT,2021,18.0,ASSETS,   B. LONG-TERM ASSETS
    II. Fixed assets,HAT,2022,16.0,ASSETS,   B. LONG-TERM ASSETS
    II. Long-term liabilities,BHN,2020,202.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,BHN,2021,148.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,BHN,2022,113.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,SAB,2020,987.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,SAB,2021,634.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,SAB,2022,660.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,SCD,2020,176.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,SCD,2021,179.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,SCD,2022,290.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,SMB,2020,25.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,SMB,2021,26.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,SMB,2022,26.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,VCF,2020,5.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,VCF,2021,7.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,VCF,2022,5.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,THB,2020,12.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,THB,2021,12.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,THB,2022,13.0,OWNER'S EQUITY,   A. LIABILITIES
    II. Long-term liabilities,VDL,2020,0.0,OWNER'S EQUITY,   A. LIABILITIES
